cancelouPlano;genero;cidadaoIdoso;temParceiro;temDependentes;mesesContrato;assinaturaTelefonica;multiplasLinhas;segurancaOnline;backupOnline;protecaoDispositivo;suporteTecnico;streamingTV;streamingFilmes;contaOnline;gastoDiario;totalServicosMensalmente;validacaoTotalGasto;provedorInternet_DSL;provedorInternet_Fibra ótica;provedorInternet_Não;tipoContrato_Dois anos;tipoContrato_Mensal;tipoContrato_Um ano;formaPagamento_Cartão de Crédito (Automático);formaPagamento_Conta Eletrônica;formaPagamento_Conta Enviada;formaPagamento_Transferência bancária (Automático)
1.0;1.0;0.0;1.0;1.0;31.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;19.55;606.0500000000001;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
1.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;35.1;70.2;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;1.0;0.0;31.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;3.0;79.3;2458.3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;44.55;178.2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;1.0;0.0;0.0;0.0;33.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;90.65;2991.4500000000003;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;20.4;81.6;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;32.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;73.6;2355.2;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;1.0;1.0;0.0;72.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;110.8;7977.599999999999;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;70.2;772.2;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;1.0;1.0;0.0;23.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;86.8;1996.4;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;6.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;3.0;98.15;588.9000000000001;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;69.55;69.55;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;15.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;3.0;95.7;1435.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
;;;;;;;;;;;;;;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;72.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25.75;1854.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
0.0;1.0;0.0;1.0;1.0;35.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;24.3;850.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;1.0;50.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;54.9;2745.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;79.5;79.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
1.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;75.45;150.9;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;41.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;3.0;78.45;3216.4500000000003;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;54.6;1801.8;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;38.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0;99.25;3771.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
0.0;0.0;1.0;1.0;0.0;60.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;3.0;104.35;6261.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;1.0;25.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;55.1;1377.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;0.0;70.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;3.0;101.0;7070.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;60.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;4.0;109.45;6567.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;1.0;1.0;0.0;34.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;64.2;2182.8;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;27.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;76.1;2054.7;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;60.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.6;1236.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;0.0;1.0;1.0;0.0;17.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;76.45;1299.65;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
1.0;1.0;0.0;1.0;0.0;71.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;93.7;6652.7;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;1.0;56.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;3.0;103.2;5779.2;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
1.0;0.0;0.0;1.0;0.0;61.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;3.0;94.1;5740.099999999999;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;1.0;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;30.2;453.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;70.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;64.55;4518.5;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;24.7;24.7;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;1.0;1.0;42.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;63.7;2675.4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.95;19.95;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;84.05;168.1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;72.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.7;1490.4;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;52.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;3.0;75.4;3920.8;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
0.0;1.0;0.0;1.0;1.0;57.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;53.45;3046.65;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.5;136.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;47.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;94.8;4455.599999999999;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;65.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;4.0;105.05;6828.25;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;72.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;23.3;1677.6;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;68.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;24.15;1642.1999999999998;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;24.05;24.05;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;70.2;280.8;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
1.0;1.0;0.0;1.0;0.0;37.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0;99.5;3681.5;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;72.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;21.15;1522.8;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;1.0;1.0;0.0;48.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;3.0;91.05;4370.4;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
;;;;;;;;;;;;;;;;;;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;1.0;0.0;1.0;1.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;69.0;483.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.55;19.55;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;1.0;35.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;73.45;2570.75;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;44.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;3.0;100.1;4404.4;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;37.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;45.4;1679.8;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;65.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;61.35;3987.75;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;59.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;65.5;3864.5;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;1.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;50.6;1113.2;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;70.45;70.45;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;1.0;0.0;54.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;30.4;1641.6;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;44.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;4.0;111.5;4906.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.1;120.6;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.0;1.0;0.0;0.0;0.0;50.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.75;987.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;13.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.3;250.9;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;24.75;74.25;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.35;20.35;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;27.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.7;531.9;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;1.0;1.0;71.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;4.0;109.3;7760.3;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;14.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;44.6;624.4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;31.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;3.0;101.4;3143.4;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;20.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;3.0;96.55;1931.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.0;1.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;43.8;525.5999999999999;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;1.0;40.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;40.25;1610.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;30.5;183.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;1.0;72.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;19.8;1425.6;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;49.0;49.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;70.05;280.2;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;77.15;77.15;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;0.0;64.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;3.0;76.1;4870.4;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;12.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0;100.15;1201.8000000000002;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;81.0;324.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
0.0;0.0;1.0;1.0;0.0;71.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;4.0;107.5;7632.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;64.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.55;1251.2;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;33.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;2.0;72.75;2400.75;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;70.15;70.15;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.85;62.55;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;70.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;3.0;101.75;7122.5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;51.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;49.65;2532.15;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
1.0;0.0;0.0;1.0;1.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;50.9;203.6;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;1.0;1.0;67.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;19.4;1299.8;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
0.0;1.0;0.0;1.0;1.0;68.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;4.0;111.75;7599.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
0.0;1.0;0.0;1.0;0.0;62.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;23.65;1466.3;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;0.0;1.0;1.0;0.0;66.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;3.0;100.05;6603.3;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
1.0;0.0;1.0;1.0;0.0;53.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;60.05;3182.65;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;69.6;69.6;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;48.55;194.2;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;64.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;84.3;5395.2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;46.1;138.3;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;1.0;0.0;0.0;71.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;56.45;4007.95;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;19.65;39.3;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
1.0;0.0;0.0;0.0;1.0;27.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;79.5;2146.5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
1.0;0.0;1.0;0.0;0.0;9.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;85.05;765.4499999999999;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;36.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.25;729.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
;;;;;;;;;;;;;;;;;;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;3.0;94.25;659.75;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;0.0;65.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0;76.15;4949.75;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;1.0;1.0;33.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;19.45;641.85;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;54.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;4.0;108.0;5832.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.9;19.9;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
1.0;1.0;1.0;0.0;0.0;15.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;74.45;1116.75;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
1.0;0.0;0.0;1.0;0.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;3.0;100.2;400.8;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
1.0;1.0;1.0;1.0;0.0;26.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;84.95;2208.7000000000003;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;1.0;0.0;1.0;1.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;88.85;888.5;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
1.0;0.0;0.0;1.0;1.0;67.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;4.0;111.3;7457.099999999999;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
1.0;0.0;1.0;0.0;0.0;10.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;95.35;953.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;1.0;1.0;60.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;3.0;76.95;4617.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;65.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;24.8;1612.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
