,clienteId,cancelouPlano,genero,cidadaoIdoso,temParceiro,temDependentes,mesesContrato,assinaturaTelefonica,multiplasLinhas,provedorInternet,segurancaOnline,backupOnline,protecaoDispositivo,suporteTecnico,streamingTV,streamingFilmes,tipoContrato,contaOnline,gastoDiario,formaPagamento,totalServicosMensalmente,totalGasto,validacaoTotalGasto,diferencaTotalGasto
963,1353-LJWEM,Não,Masculino,Não,Não,Não,11,Yes,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,60.9,688.5,669.9,18.600000000000023
964,1354-YZFNB,Não,Masculino,Não,Sim,Sim,4,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Cartão de Crédito (Automático),19.55,68.8,78.2,-9.400000000000006
965,1355-KUSBG,Não,Feminino,Não,Sim,Sim,7,Yes,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,48.8,349.8,341.59999999999997,8.200000000000045
966,1356-MKYSK,Não,Masculino,Não,Não,Não,6,Yes,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mensal,No,3.0,Cartão de Crédito (Automático),78.65,483.3,471.90000000000003,11.399999999999977
967,1357-BIJKI,Não,Masculino,Não,Sim,Não,50,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Um ano,Yes,3.0,Conta Eletrônica,98.25,4858.7,4912.5,-53.80000000000018
968,1357-MVDOZ,Não,Masculino,Não,Sim,Sim,11,Yes,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Yes,2.0,Transferência bancária (Automático),59.65,683.25,656.15,27.100000000000023
969,1360-JYXKQ,Não,Feminino,Sim,Sim,Não,54,Yes,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Um ano,Yes,3.0,Conta Eletrônica,99.1,5437.1,5351.4,85.70000000000073
970,1360-RCYRT,Não,Masculino,Não,Sim,Sim,23,No,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Yes,1.0,Transferência bancária (Automático),30.35,678.75,698.0500000000001,-19.300000000000068
971,1360-XFJMR,Não,Feminino,Não,Sim,Não,67,Yes,Sim,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Yes,4.0,Cartão de Crédito (Automático),109.7,7344.45,7349.900000000001,-5.450000000000728
972,1363-TXLSL,Sim,Masculino,Sim,Sim,Não,1,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,70.3,70.3,70.3,0.0
973,1370-AQYEM,Sem Informação,Masculino,Não,Sim,Sim,5,Yes,Não,Fibra ótica,Sim,Não,Sim,Não,Não,Sim,Mensal,Yes,3.0,Conta Enviada,90.35,434.5,451.75,-17.25
974,1370-GGAWX,Não,Feminino,Não,Não,Não,46,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Não,Sim,Um ano,Yes,3.0,Conta Eletrônica,94.15,4408.45,4330.900000000001,77.54999999999927
975,1371-DWPAZ,Não,Feminino,Não,Sim,Sim,0,No,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,No,2.0,Cartão de Crédito (Automático),56.05,0.0,0.0,0.0
976,1371-OJCEK,Não,Feminino,Não,Não,Não,48,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Transferência bancária (Automático),24.35,1133.7,1168.8000000000002,-35.100000000000136
977,1371-WEPDS,Não,Masculino,Sim,Sim,Não,40,Yes,Não,DSL,Não,Não,Não,Não,Não,Sim,Um ano,No,2.0,Conta Eletrônica,55.8,2283.3,2232.0,51.30000000000018
978,1373-ORVIZ,Sim,Feminino,Não,Sim,Sim,11,Yes,Sim,DSL,Não,Não,Não,Sim,Não,Sim,Mensal,Yes,2.0,Conta Eletrônica,66.35,740.8,729.8499999999999,10.950000000000045
979,1374-DMZUI,Sim,Feminino,Sim,Não,Não,4,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,94.3,424.45,377.2,47.25
980,1376-HHBDV,Não,Feminino,Não,Não,Não,30,Yes,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Enviada,48.8,1536.75,1464.0,72.75
981,1379-FRVEB,Não,Masculino,Não,Não,Sim,15,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,91.0,1430.05,1365.0,65.04999999999995
982,1383-EZRWL,Sim,Feminino,Não,Não,Não,7,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,20.05,164.85,140.35,24.5
983,1384-RCUXW,Não,Masculino,Não,Não,Não,16,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Mensal,Yes,3.0,Conta Enviada,80.55,1248.9,1288.8,-39.899999999999864
984,1385-TQOZW,Não,Feminino,Não,Não,Não,9,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Cartão de Crédito (Automático),20.45,147.55,184.04999999999998,-36.49999999999997
985,1386-ZIKUV,Não,Masculino,Não,Não,Não,7,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Conta Enviada,18.95,130.55,132.65,-2.0999999999999943
986,1389-CXMLU,Sim,Masculino,Sim,Não,Não,3,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Mensal,No,3.0,Conta Eletrônica,91.05,289.1,273.15,15.950000000000045
987,1389-WNUIB,Não,Feminino,Não,Sim,Sim,20,Yes,Sim,DSL,Sim,Não,Não,Não,Sim,Sim,Um ano,No,3.0,Transferência bancária (Automático),76.0,1588.75,1520.0,68.75
988,1391-UBDAR,Não,Masculino,Não,Não,Não,11,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,72.9,818.45,801.9000000000001,16.549999999999955
989,1393-IMKZG,Não,Feminino,Não,Não,Não,1,Yes,Não,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,95.85,95.85,95.85,0.0
990,1394-SUIUH,Não,Feminino,Sim,Sim,Não,44,Yes,Não,Fibra ótica,Sim,Sim,Não,Sim,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,85.15,3670.5,3746.6000000000004,-76.10000000000036
991,1395-OFUWC,Não,Masculino,Não,Sim,Sim,43,No,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,No,1.0,Cartão de Crédito (Automático),29.3,1224.05,1259.9,-35.850000000000136
992,1395-QOUWC,Sem Informação,Feminino,Não,Sim,Sim,22,Yes,Não,DSL,Não,Sim,Não,Não,Sim,Sim,Um ano,Yes,2.0,Transferência bancária (Automático),69.5,1498.2,1529.0,-30.799999999999955
993,1395-WSWXR,Não,Masculino,Não,Não,Não,24,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,20.75,487.05,498.0,-10.949999999999989
994,1396-QWFBJ,Sim,Feminino,Não,Sim,Sim,21,Yes,Não,Fibra ótica,Não,Sim,Não,Não,Não,Não,Mensal,Yes,2.0,Transferência bancária (Automático),74.05,1565.7,1555.05,10.650000000000091
995,1397-XKKWR,Não,Masculino,Não,Não,Não,7,No,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Não,Um ano,No,1.0,Conta Enviada,35.3,264.8,247.09999999999997,17.700000000000045
996,1399-OUPJN,Não,Feminino,Não,Sim,Sim,57,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Transferência bancária (Automático),19.75,1272.05,1125.75,146.29999999999995
997,1399-UBQIU,Não,Masculino,Não,Não,Não,11,Yes,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Yes,2.0,Conta Eletrônica,69.35,712.25,762.8499999999999,-50.59999999999991
998,1400-MMYXY,Sim,Masculino,Sim,Sim,Não,3,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Yes,4.0,Conta Eletrônica,105.9,334.65,317.70000000000005,16.949999999999932
999,1400-WIVLL,Não,Masculino,Não,Sim,Não,57,Yes,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Dois anos,No,4.0,Conta Eletrônica,107.95,5969.85,6153.150000000001,-183.30000000000018
1000,1401-FTHFQ,Não,Masculino,Não,Sim,Sim,23,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Yes,1.0,Cartão de Crédito (Automático),20.0,445.3,460.0,-14.699999999999989
1001,1402-PTHGN,Não,Feminino,Não,Sim,Sim,18,Yes,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Um ano,Yes,2.0,Conta Enviada,61.5,1087.45,1107.0,-19.549999999999955
1002,1403-GYAFU,Não,Masculino,Não,Sim,Sim,70,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Cartão de Crédito (Automático),20.05,1360.25,1403.5,-43.25
1003,1403-LKLIK,Não,Feminino,Não,Sim,Sim,33,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Enviada,20.1,579.4,663.3000000000001,-83.90000000000009
1004,1406-PUQVY,Não,Masculino,Não,Não,Sim,1,Yes,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,49.9,49.9,49.9,0.0
1005,1407-DIGZV,Não,Feminino,Não,Sim,Sim,3,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,19.1,52.0,57.300000000000004,-5.300000000000004
1006,1409-PHXTF,Não,Masculino,Sim,Sim,Não,54,Yes,Sim,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Conta Eletrônica,110.45,6077.75,5964.3,113.44999999999982
1007,1410-RSCMR,Não,Masculino,Não,Sim,Sim,7,Yes,Não,DSL,Sim,Não,Sim,Sim,Não,Sim,Mensal,Yes,2.0,Cartão de Crédito (Automático),71.35,515.75,499.44999999999993,16.300000000000068
1008,1414-YADCW,Não,Masculino,Não,Sim,Não,70,Yes,Não,Fibra ótica,Sim,Sim,Não,Sim,Não,Não,Dois anos,No,3.0,Transferência bancária (Automático),84.6,5706.2,5922.0,-215.80000000000018
1009,1415-YFWLT,Sim,Feminino,Sim,Não,Não,1,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,89.3,89.3,89.3,0.0
1010,1421-HCERK,Não,Masculino,Sim,Sim,Não,30,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Não,Mensal,Yes,4.0,Transferência bancária (Automático),105.7,3181.8,3171.0,10.800000000000182
1011,1422-DGUBX,Não,Masculino,Não,Sim,Não,32,Yes,Sim,Fibra ótica,Não,Não,Não,Sim,Não,Não,Um ano,Yes,3.0,Conta Eletrônica,79.25,2619.15,2536.0,83.15000000000009
1012,1423-BMPBQ,Não,Feminino,Não,Sim,Sim,1,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Conta Enviada,19.0,19.0,19.0,0.0
1013,1427-GOPMO,Sem Informação,Masculino,Não,Não,Não,57,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Um ano,Yes,3.0,Conta Eletrônica,86.9,4939.25,4953.3,-14.050000000000182
1014,1427-VERSM,Não,Feminino,Não,Sim,Não,56,Yes,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,98.7,5669.5,5527.2,142.30000000000018
1015,1428-GTBJJ,Sim,Masculino,Não,Não,Não,11,Yes,Não,Fibra ótica,Não,Sim,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,74.55,824.75,820.05,4.7000000000000455
1016,1428-IEDPR,Não,Masculino,Não,Não,Não,52,Yes,Sim,Fibra ótica,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Conta Eletrônica,109.3,5731.4,5683.599999999999,47.80000000000018
1017,1428-QPOOL,Sem Informação,Feminino,Não,Sim,Sim,65,Yes,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Yes,3.0,Transferência bancária (Automático),82.5,5215.1,5362.5,-147.39999999999964
1018,1429-UYJSV,Não,Feminino,Não,Não,Não,12,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Enviada,19.7,260.9,236.39999999999998,24.5
1019,1430-SFQSA,Não,Masculino,Não,Não,Não,29,No,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,Um ano,No,1.0,Conta Enviada,35.6,1072.6,1032.4,40.19999999999982
1020,1431-AIDJQ,Não,Masculino,Não,Sim,Sim,33,Yes,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,No,3.0,Cartão de Crédito (Automático),82.1,2603.1,2709.2999999999997,-106.19999999999982
1021,1431-CYWMH,Não,Feminino,Não,Sim,Sim,22,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Transferência bancária (Automático),19.05,454.05,419.1,34.94999999999999
1022,1432-FPAXX,Sim,Feminino,Não,Não,Não,29,No,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Yes,1.0,Conta Eletrônica,30.6,856.35,887.4000000000001,-31.050000000000068
1023,1436-ZMJAN,Não,Feminino,Não,Sim,Não,10,Yes,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Yes,2.0,Cartão de Crédito (Automático),67.8,653.15,678.0,-24.850000000000023
1024,1439-LCGVL,Não,Feminino,Não,Sim,Não,26,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,No,1.0,Conta Enviada,19.2,459.6,499.2,-39.599999999999966
1025,1442-BQPVU,Não,Feminino,Não,Não,Não,13,No,Sem serviço de telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,No,1.0,Conta Eletrônica,29.15,357.15,378.95,-21.80000000000001
1026,1442-OKRJE,Não,Masculino,Não,Sim,Sim,66,Yes,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Um ano,Yes,3.0,Transferência bancária (Automático),103.15,7031.3,6807.900000000001,223.39999999999964
1027,1444-VVSGW,Sim,Masculino,Não,Sim,Não,70,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,No,4.0,Cartão de Crédito (Automático),115.65,7968.85,8095.5,-126.64999999999964
1028,1447-GIQMR,Sim,Masculino,Não,Sim,Não,1,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,69.15,69.15,69.15,0.0
1029,1447-PJGGA,Sim,Feminino,Não,Não,Não,57,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Dois anos,Yes,3.0,Conta Eletrônica,95.25,5464.65,5429.25,35.399999999999636
1030,1448-CYWKC,Não,Feminino,Não,Sim,Sim,58,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Um ano,Yes,4.0,Cartão de Crédito (Automático),105.2,6225.4,6101.6,123.79999999999927
1031,1448-PWKYE,Sim,Masculino,Não,Sim,Sim,1,Yes,Não,Fibra ótica,Não,Não,Não,Não,Não,Sim,Mensal,No,3.0,Conta Eletrônica,80.0,80.0,80.0,0.0
1032,1449-XQEMT,Sim,Masculino,Não,Não,Não,3,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Conta Enviada,19.8,58.15,59.400000000000006,-1.250000000000007
1033,1450-GALXR,Sim,Feminino,Não,Não,Não,10,Yes,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,98.5,1058.25,985.0,73.25
1034,1450-SKCVI,Sim,Feminino,Não,Não,Não,56,Yes,Não,Fibra ótica,Não,Sim,Não,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,73.85,4092.85,4135.599999999999,-42.749999999999545
1035,1452-KIOVK,Não,Masculino,Não,Não,Sim,22,Yes,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Não,Mensal,Yes,3.0,Cartão de Crédito (Automático),89.1,1949.4,1960.1999999999998,-10.799999999999727
1036,1452-UZOSF,Não,Masculino,Não,Sim,Sim,72,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Yes,4.0,Cartão de Crédito (Automático),106.1,7548.6,7639.2,-90.59999999999945
1037,1452-VOQCH,Não,Masculino,Não,Não,Não,1,Yes,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Mensal,Yes,3.0,Conta Eletrônica,75.1,75.1,75.1,0.0
1038,1452-XRSJV,Não,Feminino,Não,Sim,Sim,39,Yes,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,No,2.0,Cartão de Crédito (Automático),51.05,2066.0,1990.9499999999998,75.05000000000018
1039,1453-RZFON,Não,Feminino,Não,Não,Sim,1,Yes,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Enviada,49.9,49.9,49.9,0.0
1040,1455-ESIQH,Sim,Masculino,Não,Não,Não,1,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,89.1,89.1,89.1,0.0
1041,1455-HFBXA,Não,Masculino,Não,Sim,Não,52,Yes,Sim,Fibra ótica,Sim,Não,Sim,Sim,Não,Não,Dois anos,Yes,3.0,Cartão de Crédito (Automático),91.6,4627.8,4763.2,-135.39999999999964
1042,1455-UGQVH,Sim,Masculino,Não,Sim,Não,10,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,98.5,1037.75,985.0,52.75
1043,1456-TWCGB,Não,Masculino,Não,Não,Não,4,Yes,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,No,2.0,Conta Enviada,49.25,208.45,197.0,11.449999999999989
1044,1459-QNFQT,Não,Masculino,Não,Sim,Sim,70,No,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,No,2.0,Transferência bancária (Automático),59.5,4144.8,4165.0,-20.199999999999818
1045,1460-UZPRJ,Não,Masculino,Não,Sim,Não,60,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,19.95,1258.15,1197.0,61.15000000000009
1046,1465-LNTLJ,Não,Masculino,Sim,Sim,Não,8,Yes,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Mensal,Yes,2.0,Cartão de Crédito (Automático),64.4,581.7,515.2,66.5
1047,1465-VINDH,Sim,Feminino,Não,Sim,Sim,10,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Yes,3.0,Cartão de Crédito (Automático),102.1,1068.85,1021.0,47.84999999999991
1048,1465-WCZVT,Não,Feminino,Não,Sim,Sim,3,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,19.65,60.65,58.949999999999996,1.7000000000000028
1049,1468-DEFNC,Não,Masculino,Sim,Sim,Sim,64,Yes,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Yes,1.0,Transferência bancária (Automático),24.4,1548.65,1561.6,-12.949999999999818
1050,1469-LBJQJ,Não,Feminino,Não,Sim,Não,66,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Yes,4.0,Conta Eletrônica,105.2,6936.85,6943.2,-6.349999999999454
1051,1470-PSXNM,Não,Masculino,Não,Sim,Sim,49,Yes,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Não,Um ano,Yes,3.0,Conta Eletrônica,93.65,4520.15,4588.85,-68.70000000000073
1052,1471-GIQKQ,Não,Feminino,Não,Não,Não,1,Yes,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,No,2.0,Conta Eletrônica,49.95,49.95,49.95,0.0
1053,1472-TNCWL,Não,Masculino,Não,Não,Sim,36,Yes,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,Yes,3.0,Conta Eletrônica,94.7,3512.5,3409.2000000000003,103.29999999999973
1054,1474-JUWSM,Não,Feminino,Não,Sim,Não,58,Yes,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Um ano,Yes,2.0,Conta Eletrônica,68.4,3972.25,3967.2000000000003,5.049999999999727
1055,1475-VWVDO,Não,Masculino,Não,Não,Não,7,Yes,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Mensal,Yes,2.0,Conta Eletrônica,74.9,490.55,524.3000000000001,-33.75000000000006
1056,1478-VPOAD,Não,Feminino,Não,Não,Não,1,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,No,1.0,Conta Eletrônica,43.8,43.8,43.8,0.0
1057,1480-BKXGA,Não,Masculino,Sim,Sim,Não,72,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Transferência bancária (Automático),116.05,8404.9,8355.6,49.29999999999927
1058,1480-IVEVR,Não,Masculino,Sim,Sim,Não,35,Yes,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Não,Um ano,Yes,3.0,Transferência bancária (Automático),81.6,2815.25,2856.0,-40.75
1059,1481-ZUWZA,Sim,Masculino,Não,Não,Não,28,Yes,Sim,Fibra ótica,Sim,Sim,Não,Não,Não,Sim,Mensal,Yes,3.0,Cartão de Crédito (Automático),94.5,2659.4,2646.0,13.400000000000091
1060,1482-OXZSY,Não,Masculino,Não,Não,Não,30,Yes,Sim,Fibra ótica,Sim,Não,Não,Não,Sim,Sim,Mensal,Yes,3.0,Transferência bancária (Automático),100.4,2936.25,3012.0,-75.75
1061,1485-YDHMM,Não,Masculino,Não,Sim,Sim,52,Yes,Sim,Fibra ótica,Não,Sim,Não,Sim,Não,Sim,Mensal,Yes,3.0,Transferência bancária (Automático),93.25,4631.7,4849.0,-217.30000000000018
1062,1488-PBLJN,Não,Feminino,Não,Sim,Sim,72,Yes,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,4.0,Transferência bancária (Automático),116.85,8477.7,8413.199999999999,64.50000000000182
1063,1488-SYSFC,Não,Masculino,Não,Sim,Sim,31,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Conta Eletrônica,20.65,702.05,640.15,61.89999999999998
1064,1492-KGETH,Não,Masculino,Não,Sim,Sim,70,Yes,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Um ano,No,3.0,Transferência bancária (Automático),78.35,5445.95,5484.5,-38.55000000000018
1065,1492-QGCLU,Não,Masculino,Não,Sim,Sim,53,Yes,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mensal,No,3.0,Conta Eletrônica,85.7,4616.1,4542.1,74.0
1066,1493-AMTIE,Sim,Masculino,Não,Não,Não,1,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Yes,1.0,Transferência bancária (Automático),20.2,20.2,20.2,0.0
1067,1494-EJZDW,Não,Feminino,Não,Sim,Sim,10,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,No,1.0,Conta Enviada,20.15,220.8,201.5,19.30000000000001
1068,1496-GGSUK,Sim,Feminino,Sim,Não,Não,1,No,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,1.0,Conta Enviada,25.7,25.7,25.7,0.0
1069,1498-DQNRX,Não,Feminino,Não,Sim,Não,29,Yes,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,No,1.0,Conta Enviada,19.85,573.05,575.6500000000001,-2.6000000000001364
1070,1498-NHTLT,Não,Masculino,Não,Sim,Sim,59,Yes,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Yes,3.0,Conta Eletrônica,86.75,5186.0,5118.25,67.75
1071,1501-SGHBW,Sim,Masculino,Não,Não,Não,2,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,No,2.0,Conta Enviada,45.85,81.0,91.7,-10.700000000000003
1072,1502-XFCVR,Sim,Feminino,Não,Não,Não,58,Yes,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Um ano,Yes,4.0,Conta Eletrônica,106.45,6145.85,6174.1,-28.25
1073,1506-YJTYT,Não,Masculino,Não,Sim,Sim,45,Yes,Sim,DSL,Sim,Sim,Não,Sim,Sim,Não,Dois anos,No,2.0,Cartão de Crédito (Automático),73.85,3371.0,3323.2499999999995,47.750000000000455
1074,1508-DFXCU,Não,Masculino,Não,Não,Não,12,Yes,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,81.45,912.0,977.4000000000001,-65.40000000000009
1075,1513-XNPPH,Sim,Feminino,Não,Não,Não,12,Yes,Não,Fibra ótica,Não,Não,Sim,Sim,Não,Sim,Mensal,Yes,3.0,Conta Eletrônica,89.4,1095.65,1072.8000000000002,22.84999999999991
1076,1518-OMDIK,Não,Masculino,Não,Sim,Não,33,Yes,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Yes,1.0,Cartão de Crédito (Automático),44.55,1462.6,1470.1499999999999,-7.5499999999999545
1077,1518-VOWAV,Sim,Feminino,Não,Não,Não,9,Yes,Não,DSL,Sim,Sim,Não,Não,Sim,Sim,Mensal,Yes,2.0,Conta Eletrônica,74.65,703.55,671.85,31.699999999999932
1078,1522-VVDMG,Sim,Masculino,Não,Sim,Sim,7,Yes,Não,Fibra ótica,Não,Sim,Não,Sim,Sim,Não,Mensal,Yes,3.0,Conta Eletrônica,89.75,608.8,628.25,-19.450000000000045
